identifier,constant,rating,age,yearsmarried,number_of_children,religiousness,education,not_used_1,occupation,husband_occupation,extramarital_time_per_year,not_used_2,not_used_3
2887.0,1.0,5.0,27.0,6.0,2.0,3.0,16.0,20.0,3.0,4.0,0.0,0.0,1.0
2889.0,1.0,4.0,27.0,6.0,1.0,1.0,20.0,40.0,4.0,4.0,0.0,0.0,1.0
2899.0,1.0,5.0,22.0,2.5,0.0,1.0,12.0,9.0,3.0,2.0,0.0,0.0,1.0
2903.0,1.0,5.0,27.0,2.5,0.0,3.0,14.0,20.0,4.0,5.0,0.0,0.0,1.0
2904.0,1.0,5.0,22.0,6.0,0.0,3.0,12.0,9.0,3.0,4.0,0.0,0.0,1.0
2905.0,1.0,4.0,22.0,2.5,0.0,3.0,12.0,9.0,5.0,5.0,0.0,0.0,1.0
2906.0,1.0,4.0,22.0,2.5,0.0,3.0,16.0,11.5,4.0,6.0,0.0,0.0,1.0
2908.0,1.0,5.0,22.0,2.5,0.0,3.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
2911.0,1.0,5.0,27.0,6.0,0.0,2.0,16.0,14.0,4.0,6.0,0.0,0.0,1.0
2920.0,1.0,2.0,37.0,16.5,3.0,4.0,12.0,9.0,2.0,5.0,0.0,0.0,1.0
2923.0,1.0,5.0,22.0,6.0,2.0,2.0,12.0,9.0,5.0,2.0,0.0,0.0,1.0
2928.0,1.0,4.0,27.0,2.5,1.0,2.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
2930.0,1.0,5.0,22.0,2.5,0.0,2.0,17.0,20.0,3.0,2.0,0.0,0.0,1.0
2936.0,1.0,5.0,42.0,23.0,3.0,3.0,17.0,40.0,4.0,5.0,0.0,0.0,1.0
2948.0,1.0,4.0,22.0,2.5,0.0,3.0,12.0,6.5,4.0,1.0,0.0,0.0,1.0
2949.0,1.0,4.0,32.0,13.0,2.0,2.0,12.0,14.0,3.0,4.0,0.0,0.0,1.0
2951.0,1.0,5.0,27.0,2.5,0.0,3.0,20.0,20.0,5.0,6.0,0.0,0.0,1.0
2956.0,1.0,5.0,22.0,0.5,0.0,3.0,16.0,11.5,3.0,2.0,0.0,0.0,1.0
2959.0,1.0,4.0,22.0,2.5,0.0,3.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
2960.0,1.0,4.0,27.0,9.0,2.0,1.0,14.0,11.5,3.0,2.0,0.0,0.0,1.0
2966.0,1.0,4.0,27.0,6.0,1.0,1.0,20.0,20.0,4.0,4.0,0.0,0.0,1.0
2969.0,1.0,5.0,27.0,2.5,2.0,1.0,12.0,9.0,2.0,4.0,0.0,0.0,1.0
2974.0,1.0,4.0,37.0,9.0,1.0,3.0,20.0,20.0,4.0,2.0,0.0,0.0,1.0
2976.0,1.0,4.0,22.0,0.5,0.0,3.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
2979.0,1.0,5.0,32.0,16.5,2.0,1.0,14.0,40.0,5.0,5.0,0.0,0.0,1.0
2983.0,1.0,3.0,27.0,6.0,0.0,1.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
2985.0,1.0,4.0,27.0,6.0,1.0,3.0,16.0,20.0,4.0,5.0,0.0,0.0,1.0
2988.0,1.0,5.0,32.0,13.0,1.0,2.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
2993.0,1.0,3.0,27.0,2.5,0.0,3.0,12.0,6.5,3.0,4.0,0.0,0.0,1.0
2997.0,1.0,5.0,22.0,2.5,0.0,2.0,12.0,14.0,3.0,2.0,0.0,0.0,1.0
2999.0,1.0,4.0,32.0,6.0,1.0,3.0,17.0,11.5,4.0,4.0,0.0,0.0,1.0
3002.0,1.0,3.0,27.0,2.5,0.0,1.0,20.0,20.0,4.0,4.0,0.0,0.0,1.0
3003.0,1.0,4.0,42.0,23.0,2.0,4.0,14.0,40.0,3.0,5.0,0.0,0.0,1.0
3007.0,1.0,2.0,27.0,2.5,1.0,2.0,14.0,14.0,3.0,2.0,0.0,0.0,1.0
3010.0,1.0,4.0,42.0,23.0,3.0,2.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
3011.0,1.0,5.0,27.0,6.0,2.0,2.0,17.0,20.0,4.0,5.0,0.0,0.0,1.0
3013.0,1.0,5.0,22.0,0.5,0.0,1.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
3015.0,1.0,5.0,27.0,6.0,2.0,3.0,12.0,11.5,3.0,3.0,0.0,0.0,1.0
3016.0,1.0,3.0,22.0,2.5,0.0,1.0,14.0,20.0,5.0,4.0,0.0,0.0,1.0
3018.0,1.0,1.0,42.0,23.0,3.0,2.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3024.0,1.0,4.0,42.0,16.5,3.0,2.0,17.0,20.0,5.0,5.0,0.0,0.0,1.0
3025.0,1.0,1.0,27.0,2.5,0.0,1.0,12.0,11.5,3.0,1.0,0.0,0.0,1.0
3029.0,1.0,5.0,22.0,0.5,0.0,1.0,17.0,11.5,4.0,4.0,0.0,0.0,1.0
3030.0,1.0,5.0,37.0,16.5,2.0,3.0,12.0,14.0,3.0,4.0,0.0,0.0,1.0
3044.0,1.0,4.0,27.0,6.0,2.0,3.0,16.0,14.0,4.0,5.0,0.0,0.0,1.0
3045.0,1.0,5.0,22.0,2.5,0.0,4.0,14.0,20.0,5.0,5.0,0.0,0.0,1.0
3046.0,1.0,5.0,22.0,2.5,0.0,4.0,17.0,20.0,4.0,5.0,0.0,0.0,1.0
3048.0,1.0,3.0,27.0,6.0,2.0,3.0,14.0,20.0,5.0,2.0,0.0,0.0,1.0
3049.0,1.0,4.0,27.0,2.5,0.0,3.0,16.0,20.0,3.0,6.0,0.0,0.0,1.0
3064.0,1.0,5.0,27.0,2.5,0.0,1.0,12.0,11.5,3.0,5.0,0.0,0.0,1.0
3067.0,1.0,5.0,17.5,2.5,2.0,1.0,12.0,6.5,2.0,4.0,0.0,0.0,1.0
3071.0,1.0,4.0,32.0,16.5,2.0,3.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0
3072.0,1.0,5.0,27.0,2.5,0.0,1.0,16.0,40.0,4.0,5.0,0.0,0.0,1.0
3077.0,1.0,3.0,42.0,23.0,2.0,3.0,12.0,40.0,2.0,5.0,0.0,0.0,1.0
3083.0,1.0,4.0,22.0,2.5,0.0,2.0,14.0,14.0,3.0,4.0,0.0,0.0,1.0
3084.0,1.0,3.0,22.0,2.5,1.0,2.0,12.0,9.0,3.0,2.0,0.0,0.0,1.0
3086.0,1.0,3.0,27.0,2.5,0.0,3.0,16.0,20.0,4.0,6.0,0.0,0.0,1.0
3090.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
3095.0,1.0,5.0,32.0,13.0,2.0,4.0,20.0,11.5,4.0,6.0,0.0,0.0,1.0
3101.0,1.0,5.0,22.0,2.5,0.0,1.0,16.0,6.5,4.0,6.0,0.0,0.0,1.0
3108.0,1.0,4.0,32.0,9.0,2.0,3.0,14.0,9.0,4.0,2.0,0.0,0.0,1.0
3112.0,1.0,4.0,42.0,23.0,5.5,3.0,12.0,11.5,2.0,4.0,0.0,0.0,1.0
3115.0,1.0,3.0,27.0,0.5,0.0,2.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3119.0,1.0,5.0,42.0,23.0,2.0,2.0,12.0,14.0,5.0,2.0,0.0,0.0,1.0
3120.0,1.0,5.0,27.0,2.5,0.0,2.0,16.0,20.0,2.0,4.0,0.0,0.0,1.0
3123.0,1.0,4.0,22.0,2.5,2.0,3.0,12.0,11.5,2.0,4.0,0.0,0.0,1.0
3139.0,1.0,3.0,27.0,6.0,2.0,2.0,12.0,40.0,4.0,5.0,0.0,0.0,1.0
3141.0,1.0,5.0,27.0,2.5,2.0,3.0,14.0,11.5,2.0,4.0,0.0,0.0,1.0
3146.0,1.0,5.0,22.0,0.5,0.0,2.0,16.0,4.0,3.0,4.0,0.0,0.0,1.0
3147.0,1.0,3.0,32.0,6.0,2.0,2.0,14.0,20.0,4.0,6.0,0.0,0.0,1.0
3153.0,1.0,4.0,27.0,2.5,0.0,3.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
3156.0,1.0,5.0,37.0,23.0,5.5,2.0,12.0,14.0,5.0,2.0,0.0,0.0,1.0
3157.0,1.0,2.0,27.0,6.0,0.0,1.0,17.0,40.0,4.0,4.0,0.0,0.0,1.0
3161.0,1.0,4.0,32.0,16.5,4.0,3.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
3166.0,1.0,5.0,22.0,2.5,2.0,2.0,12.0,11.5,2.0,5.0,0.0,0.0,1.0
3167.0,1.0,4.0,22.0,2.5,0.0,1.0,16.0,11.5,4.0,4.0,0.0,0.0,1.0
3170.0,1.0,5.0,27.0,2.5,0.0,3.0,16.0,40.0,5.0,5.0,0.0,0.0,1.0
3171.0,1.0,5.0,22.0,2.5,0.0,1.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
3175.0,1.0,4.0,22.0,2.5,1.0,4.0,14.0,6.5,3.0,5.0,0.0,0.0,1.0
3181.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
3183.0,1.0,5.0,22.0,6.0,1.0,2.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3184.0,1.0,3.0,27.0,6.0,0.0,3.0,14.0,20.0,5.0,2.0,0.0,0.0,1.0
3193.0,1.0,5.0,37.0,16.5,4.0,3.0,16.0,40.0,4.0,5.0,0.0,0.0,1.0
3198.0,1.0,4.0,27.0,6.0,2.0,4.0,14.0,14.0,4.0,5.0,0.0,0.0,1.0
3200.0,1.0,4.0,22.0,2.5,0.0,2.0,17.0,14.0,5.0,5.0,0.0,0.0,1.0
3201.0,1.0,5.0,22.0,2.5,0.0,2.0,16.0,11.5,4.0,2.0,0.0,0.0,1.0
3206.0,1.0,3.0,32.0,16.5,2.0,2.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
3208.0,1.0,5.0,27.0,0.5,0.0,2.0,16.0,40.0,4.0,6.0,0.0,0.0,1.0
3210.0,1.0,5.0,27.0,6.0,3.0,2.0,14.0,11.5,2.0,5.0,0.0,0.0,1.0
3211.0,1.0,5.0,22.0,2.5,0.0,2.0,16.0,14.0,2.0,2.0,0.0,0.0,1.0
3214.0,1.0,4.0,22.0,2.5,2.0,2.0,16.0,20.0,5.0,5.0,0.0,0.0,1.0
3215.0,1.0,4.0,32.0,9.0,0.0,1.0,20.0,40.0,4.0,5.0,0.0,0.0,1.0
3229.0,1.0,3.0,22.0,2.5,0.0,2.0,12.0,11.5,3.0,4.0,0.0,0.0,1.0
3235.0,1.0,4.0,37.0,9.0,1.0,3.0,20.0,14.0,5.0,4.0,0.0,0.0,1.0
3239.0,1.0,5.0,27.0,2.5,0.0,3.0,20.0,14.0,4.0,4.0,0.0,0.0,1.0
3241.0,1.0,4.0,32.0,13.0,2.0,4.0,12.0,11.5,3.0,3.0,0.0,0.0,1.0
3242.0,1.0,4.0,27.0,2.5,1.0,2.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3245.0,1.0,4.0,22.0,2.5,0.0,3.0,17.0,20.0,4.0,4.0,0.0,0.0,1.0
3247.0,1.0,5.0,27.0,6.0,2.0,4.0,12.0,4.0,3.0,2.0,0.0,0.0,1.0
3251.0,1.0,4.0,32.0,13.0,1.0,3.0,14.0,11.5,2.0,4.0,0.0,0.0,1.0
3255.0,1.0,5.0,22.0,0.5,0.0,1.0,16.0,14.0,2.0,3.0,0.0,0.0,1.0
3261.0,1.0,5.0,22.0,2.5,0.0,2.0,12.0,20.0,2.0,2.0,0.0,0.0,1.0
3268.0,1.0,3.0,42.0,23.0,5.5,2.0,14.0,20.0,2.0,5.0,0.0,0.0,1.0
3274.0,1.0,4.0,27.0,6.0,2.0,1.0,14.0,9.0,3.0,3.0,0.0,0.0,1.0
3275.0,1.0,5.0,22.0,2.5,0.0,3.0,16.0,20.0,3.0,5.0,0.0,0.0,1.0
3276.0,1.0,5.0,27.0,6.0,0.0,1.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3278.0,1.0,2.0,32.0,13.0,2.0,3.0,12.0,14.0,3.0,4.0,0.0,0.0,1.0
3286.0,1.0,5.0,27.0,9.0,2.0,3.0,12.0,11.5,2.0,3.0,0.0,0.0,1.0
3291.0,1.0,4.0,22.0,2.5,2.0,3.0,14.0,14.0,4.0,4.0,0.0,0.0,1.0
3292.0,1.0,5.0,37.0,2.5,0.0,3.0,14.0,20.0,3.0,3.0,0.0,0.0,1.0
3293.0,1.0,5.0,37.0,16.5,2.0,3.0,12.0,14.0,3.0,3.0,0.0,0.0,1.0
3294.0,1.0,5.0,27.0,6.0,2.0,2.0,14.0,11.5,4.0,4.0,0.0,0.0,1.0
3297.0,1.0,4.0,27.0,6.0,0.0,3.0,20.0,20.0,4.0,5.0,0.0,0.0,1.0
3298.0,1.0,5.0,32.0,13.0,3.0,3.0,12.0,14.0,4.0,5.0,0.0,0.0,1.0
3299.0,1.0,4.0,27.0,2.5,0.0,2.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
3304.0,1.0,3.0,22.0,2.5,0.0,2.0,16.0,11.5,6.0,3.0,0.0,0.0,1.0
3308.0,1.0,5.0,32.0,9.0,3.0,2.0,17.0,20.0,4.0,4.0,0.0,0.0,1.0
3312.0,1.0,2.0,27.0,6.0,1.0,2.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
3316.0,1.0,5.0,22.0,2.5,0.0,1.0,16.0,40.0,5.0,5.0,0.0,0.0,1.0
3317.0,1.0,5.0,22.0,0.5,0.0,2.0,16.0,20.0,3.0,4.0,0.0,0.0,1.0
3330.0,1.0,5.0,27.0,2.5,0.0,4.0,20.0,20.0,4.0,5.0,0.0,0.0,1.0
3338.0,1.0,5.0,22.0,0.5,0.0,3.0,14.0,14.0,3.0,2.0,0.0,0.0,1.0
3340.0,1.0,5.0,22.0,2.5,0.0,2.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
3344.0,1.0,5.0,27.0,6.0,0.0,2.0,20.0,20.0,4.0,6.0,0.0,0.0,1.0
3346.0,1.0,5.0,17.5,0.5,0.0,3.0,14.0,6.5,3.0,4.0,0.0,0.0,1.0
3348.0,1.0,3.0,32.0,16.5,3.0,2.0,16.0,20.0,5.0,4.0,0.0,0.0,1.0
3349.0,1.0,3.0,37.0,16.5,4.0,2.0,14.0,14.0,4.0,3.0,0.0,0.0,1.0
3352.0,1.0,5.0,27.0,6.0,1.0,3.0,14.0,14.0,4.0,2.0,0.0,0.0,1.0
3355.0,1.0,4.0,32.0,16.5,4.0,4.0,16.0,40.0,4.0,4.0,0.0,0.0,1.0
3366.0,1.0,4.0,22.0,2.5,0.0,3.0,12.0,11.5,3.0,4.0,0.0,0.0,1.0
3367.0,1.0,4.0,27.0,2.5,1.0,4.0,14.0,11.5,3.0,2.0,0.0,0.0,1.0
3369.0,1.0,3.0,42.0,23.0,3.0,1.0,14.0,14.0,3.0,4.0,0.0,0.0,1.0
3372.0,1.0,4.0,27.0,9.0,3.0,3.0,12.0,11.5,2.0,2.0,0.0,0.0,1.0
3374.0,1.0,4.0,27.0,9.0,2.0,1.0,20.0,20.0,4.0,5.0,0.0,0.0,1.0
3379.0,1.0,4.0,27.0,0.5,0.0,1.0,14.0,20.0,4.0,2.0,0.0,0.0,1.0
3388.0,1.0,5.0,42.0,16.5,2.0,2.0,12.0,11.5,3.0,3.0,0.0,0.0,1.0
3393.0,1.0,4.0,22.0,2.5,0.0,1.0,16.0,11.5,4.0,4.0,0.0,0.0,1.0
3395.0,1.0,4.0,37.0,16.5,2.0,1.0,17.0,40.0,4.0,6.0,0.0,0.0,1.0
3396.0,1.0,5.0,32.0,16.5,2.0,1.0,12.0,40.0,3.0,5.0,0.0,0.0,1.0
3400.0,1.0,5.0,22.0,2.5,0.0,4.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
3419.0,1.0,5.0,27.0,2.5,2.0,3.0,20.0,11.5,2.0,4.0,0.0,0.0,1.0
3424.0,1.0,5.0,22.0,2.5,0.0,3.0,14.0,6.5,3.0,3.0,0.0,0.0,1.0
3425.0,1.0,4.0,27.0,6.0,1.0,2.0,20.0,20.0,4.0,4.0,0.0,0.0,1.0
3427.0,1.0,5.0,22.0,2.5,0.0,3.0,12.0,11.5,3.0,4.0,0.0,0.0,1.0
3431.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,3.0,0.0,0.0,1.0
3433.0,1.0,4.0,22.0,2.5,1.0,1.0,14.0,40.0,3.0,5.0,0.0,0.0,1.0
3437.0,1.0,5.0,22.0,0.5,0.0,1.0,12.0,14.0,3.0,2.0,0.0,0.0,1.0
3438.0,1.0,4.0,22.0,2.5,1.0,3.0,12.0,9.0,4.0,2.0,0.0,0.0,1.0
3439.0,1.0,5.0,42.0,23.0,2.0,3.0,12.0,20.0,4.0,4.0,0.0,0.0,1.0
3444.0,1.0,4.0,27.0,2.5,0.0,4.0,16.0,40.0,5.0,6.0,0.0,0.0,1.0
3448.0,1.0,5.0,32.0,13.0,4.0,3.0,16.0,14.0,4.0,2.0,0.0,0.0,1.0
3462.0,1.0,5.0,27.0,6.0,2.0,2.0,16.0,20.0,4.0,5.0,0.0,0.0,1.0
3466.0,1.0,4.0,27.0,6.0,0.0,1.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
3470.0,1.0,4.0,17.5,2.5,0.0,1.0,14.0,9.0,3.0,4.0,0.0,0.0,1.0
3473.0,1.0,5.0,22.0,0.5,0.0,2.0,16.0,20.0,3.0,4.0,0.0,0.0,1.0
3474.0,1.0,5.0,27.0,9.0,2.0,3.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
3477.0,1.0,5.0,22.0,2.5,1.0,3.0,12.0,9.0,3.0,1.0,0.0,0.0,1.0
3478.0,1.0,5.0,27.0,2.5,0.0,1.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
3480.0,1.0,5.0,42.0,16.5,2.0,3.0,12.0,11.5,5.0,4.0,0.0,0.0,1.0
3486.0,1.0,5.0,17.5,2.5,0.0,2.0,12.0,20.0,2.0,2.0,0.0,0.0,1.0
3488.0,1.0,5.0,22.0,2.5,3.0,3.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
3495.0,1.0,5.0,32.0,9.0,3.0,4.0,17.0,40.0,4.0,6.0,0.0,0.0,1.0
3496.0,1.0,5.0,22.0,2.5,2.0,3.0,14.0,11.5,5.0,4.0,0.0,0.0,1.0
3497.0,1.0,4.0,37.0,23.0,5.5,2.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3502.0,1.0,5.0,27.0,2.5,0.0,4.0,16.0,9.0,5.0,3.0,0.0,0.0,1.0
3503.0,1.0,4.0,22.0,2.5,0.0,1.0,14.0,14.0,3.0,4.0,0.0,0.0,1.0
3504.0,1.0,4.0,22.0,2.5,1.0,2.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
3506.0,1.0,5.0,22.0,2.5,0.0,3.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
3514.0,1.0,5.0,27.0,6.0,2.0,2.0,14.0,14.0,5.0,4.0,0.0,0.0,1.0
3523.0,1.0,5.0,27.0,2.5,0.0,3.0,16.0,20.0,4.0,5.0,0.0,0.0,1.0
3524.0,1.0,4.0,32.0,2.5,0.0,3.0,17.0,11.5,4.0,4.0,0.0,0.0,1.0
3552.0,1.0,5.0,32.0,6.0,2.0,4.0,20.0,20.0,4.0,4.0,0.0,0.0,1.0
3553.0,1.0,5.0,27.0,13.0,3.0,1.0,12.0,11.5,3.0,4.0,0.0,0.0,1.0
3559.0,1.0,5.0,32.0,16.5,3.0,3.0,12.0,20.0,4.0,2.0,0.0,0.0,1.0
3566.0,1.0,5.0,17.5,0.5,0.0,1.0,12.0,14.0,2.0,4.0,0.0,0.0,1.0
3572.0,1.0,4.0,27.0,2.5,0.0,1.0,20.0,20.0,6.0,6.0,0.0,0.0,1.0
3582.0,1.0,4.0,22.0,2.5,0.0,2.0,12.0,11.5,3.0,4.0,0.0,0.0,1.0
3585.0,1.0,4.0,22.0,0.5,0.0,3.0,12.0,20.0,5.0,2.0,0.0,0.0,1.0
3586.0,1.0,5.0,42.0,23.0,1.0,2.0,12.0,14.0,2.0,2.0,0.0,0.0,1.0
3594.0,1.0,3.0,22.0,0.5,0.0,1.0,12.0,20.0,3.0,3.0,0.0,0.0,1.0
3597.0,1.0,5.0,32.0,9.0,2.0,2.0,20.0,14.0,4.0,5.0,0.0,0.0,1.0
3599.0,1.0,4.0,32.0,16.5,2.0,2.0,14.0,11.5,5.0,4.0,0.0,0.0,1.0
3610.0,1.0,5.0,27.0,6.0,2.0,2.0,12.0,14.0,3.0,2.0,0.0,0.0,1.0
3612.0,1.0,5.0,27.0,2.5,0.0,1.0,16.0,20.0,3.0,5.0,0.0,0.0,1.0
3621.0,1.0,5.0,22.0,0.5,0.0,3.0,12.0,20.0,3.0,3.0,0.0,0.0,1.0
3623.0,1.0,4.0,27.0,2.5,0.0,3.0,17.0,14.0,4.0,1.0,0.0,0.0,1.0
3625.0,1.0,5.0,27.0,2.5,0.0,3.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3630.0,1.0,5.0,42.0,23.0,2.0,3.0,9.0,6.5,2.0,4.0,0.0,0.0,1.0
3631.0,1.0,5.0,27.0,2.5,0.0,3.0,14.0,40.0,3.0,4.0,0.0,0.0,1.0
3637.0,1.0,5.0,22.0,0.5,0.0,2.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
3644.0,1.0,5.0,37.0,13.0,2.0,2.0,17.0,20.0,4.0,5.0,0.0,0.0,1.0
3646.0,1.0,4.0,42.0,23.0,2.0,1.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
3648.0,1.0,4.0,27.0,6.0,1.0,3.0,16.0,11.5,4.0,5.0,0.0,0.0,1.0
3651.0,1.0,5.0,42.0,23.0,2.0,3.0,12.0,20.0,3.0,3.0,0.0,0.0,1.0
3652.0,1.0,5.0,22.0,2.5,0.0,3.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
3654.0,1.0,5.0,32.0,13.0,2.0,2.0,16.0,14.0,4.0,4.0,0.0,0.0,1.0
3661.0,1.0,5.0,22.0,2.5,0.0,3.0,14.0,20.0,4.0,5.0,0.0,0.0,1.0
3672.0,1.0,4.0,32.0,9.0,2.0,1.0,12.0,9.0,2.0,2.0,0.0,0.0,1.0
3680.0,1.0,4.0,22.0,2.5,0.0,1.0,12.0,11.5,3.0,2.0,0.0,0.0,1.0
3681.0,1.0,4.0,22.0,6.0,2.0,2.0,14.0,20.0,3.0,6.0,0.0,0.0,1.0
3686.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
3692.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,11.5,4.0,4.0,0.0,0.0,1.0
3694.0,1.0,5.0,22.0,2.5,0.0,3.0,14.0,20.0,5.0,5.0,0.0,0.0,1.0
3697.0,1.0,5.0,22.0,6.0,0.0,3.0,12.0,20.0,5.0,5.0,0.0,0.0,1.0
3699.0,1.0,3.0,42.0,23.0,2.0,2.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
3702.0,1.0,5.0,22.0,2.5,0.0,1.0,12.0,9.0,2.0,5.0,0.0,0.0,1.0
3706.0,1.0,4.0,22.0,2.5,0.0,2.0,14.0,20.0,3.0,6.0,0.0,0.0,1.0
3707.0,1.0,5.0,22.0,2.5,0.0,1.0,16.0,20.0,5.0,5.0,0.0,0.0,1.0
3709.0,1.0,4.0,17.5,2.5,0.0,2.0,14.0,6.5,3.0,3.0,0.0,0.0,1.0
3710.0,1.0,4.0,37.0,13.0,0.0,3.0,20.0,40.0,5.0,5.0,0.0,0.0,1.0
3712.0,1.0,5.0,27.0,2.5,0.0,2.0,12.0,11.5,3.0,4.0,0.0,0.0,1.0
3720.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
3722.0,1.0,4.0,42.0,23.0,2.0,2.0,16.0,20.0,4.0,5.0,0.0,0.0,1.0
3723.0,1.0,5.0,22.0,2.5,1.0,1.0,12.0,11.5,2.0,4.0,0.0,0.0,1.0
3726.0,1.0,4.0,27.0,6.0,1.0,2.0,16.0,20.0,3.0,3.0,0.0,0.0,1.0
3730.0,1.0,4.0,37.0,16.5,2.0,2.0,12.0,14.0,3.0,2.0,0.0,0.0,1.0
3736.0,1.0,4.0,37.0,13.0,5.5,2.0,14.0,40.0,2.0,6.0,0.0,0.0,1.0
3745.0,1.0,5.0,22.0,0.5,0.0,3.0,16.0,9.0,3.0,4.0,0.0,0.0,1.0
3756.0,1.0,4.0,27.0,2.5,1.0,2.0,12.0,11.5,3.0,5.0,0.0,0.0,1.0
3760.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,40.0,3.0,4.0,0.0,0.0,1.0
3761.0,1.0,5.0,27.0,6.0,2.0,2.0,16.0,20.0,4.0,6.0,0.0,0.0,1.0
3763.0,1.0,5.0,22.0,0.5,0.0,2.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3766.0,1.0,5.0,27.0,2.5,0.0,1.0,12.0,11.5,2.0,2.0,0.0,0.0,1.0
3767.0,1.0,4.0,22.0,2.5,1.0,1.0,12.0,14.0,3.0,5.0,0.0,0.0,1.0
3773.0,1.0,4.0,27.0,0.5,0.0,3.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0
3790.0,1.0,4.0,22.0,2.5,0.0,2.0,16.0,11.5,4.0,1.0,0.0,0.0,1.0
3797.0,1.0,3.0,32.0,13.0,1.0,1.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3799.0,1.0,5.0,32.0,6.0,2.0,2.0,16.0,14.0,4.0,5.0,0.0,0.0,1.0
3801.0,1.0,5.0,42.0,23.0,4.0,3.0,14.0,14.0,2.0,2.0,0.0,0.0,1.0
3803.0,1.0,4.0,22.0,2.5,1.0,3.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
3805.0,1.0,5.0,32.0,2.5,1.0,1.0,12.0,14.0,4.0,5.0,0.0,0.0,1.0
3808.0,1.0,4.0,32.0,13.0,2.0,1.0,16.0,20.0,3.0,6.0,0.0,0.0,1.0
3811.0,1.0,5.0,27.0,6.0,2.0,2.0,14.0,40.0,4.0,5.0,0.0,0.0,1.0
3827.0,1.0,5.0,32.0,16.5,4.0,4.0,14.0,11.5,2.0,3.0,0.0,0.0,1.0
3829.0,1.0,4.0,22.0,0.5,0.0,3.0,12.0,14.0,3.0,4.0,0.0,0.0,1.0
3834.0,1.0,4.0,22.0,2.5,1.0,1.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
3835.0,1.0,4.0,32.0,9.0,2.0,3.0,16.0,40.0,4.0,4.0,0.0,0.0,1.0
3839.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,11.5,1.0,1.0,0.0,0.0,1.0
3846.0,1.0,4.0,27.0,2.5,2.0,3.0,16.0,14.0,2.0,4.0,0.0,0.0,1.0
3848.0,1.0,3.0,27.0,16.5,2.0,3.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
3852.0,1.0,5.0,22.0,2.5,0.0,3.0,16.0,20.0,3.0,2.0,0.0,0.0,1.0
3856.0,1.0,3.0,27.0,2.5,1.0,3.0,12.0,11.5,2.0,2.0,0.0,0.0,1.0
3867.0,1.0,4.0,22.0,2.5,0.0,2.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
3871.0,1.0,5.0,42.0,23.0,5.5,3.0,12.0,9.0,3.0,2.0,0.0,0.0,1.0
